,Date,Text,Tone,X Likes,X reposts,X followers,Impressions,Estimated reach,Queries,Compound_Sentiment_Score,Sentiment
1038,12/01/2024 07:13:53,"@Beeswax81024 @seanshook3 @GutknechtMyles @deanbphillips @POTUS So, $200BILLION in profits and their own tweet…and you think the other factors were are a bigger factor? 🫠🙄🤦‍♀️ #Greedflation & #UnAdulteratedCapitalism 
 ",neutral,0,0,1342,1342,107,Chevron,-0.6639389358460903,negative
1039,12/01/2024 01:05:41,"@NOELreports Oil companies got rich under Biden. 
",neutral,0,0,785,785,62,Chevron,0.03314858675003052,neutral
1040,11/01/2024 23:02:56,"🚀 Big congrats to GCxN alum @Ionomr for raising $26.7M CAD in Series A extension! Total funding now at $55.4M CAD, powering up the green hydrogen sector. Keep leading the way in sustainable energy! 💡🌍  #GCxNAlum",positive,0,0,224,224,17,Chevron,0.981632468290627,positive
1043,10/01/2024 23:13:16,"The surface of the concrete shells was covered with interlocking ceramic tiles, over one million in total, half white and half cream, in a chevron pattern.
Utzon thought of the whole thing as sculpture, and he wanted its whiteness to contrast with the blues of the water and sky. ",negative,324,9,1615148,1617857,129428,Chevron,0.06331979669630527,neutral
1044,10/01/2024 22:57:59,"@PeterGFBarr @Gugo907 What's the connection of Dow to oil? Most are not oil/industrials, but healthcare, banking/credit, tech, telecom, retail. Chevron is the only oil company and there are only a few heavy industrials (Dow, Honeywell, Caterpillar, Boeing, 3M). Those 6 names have total weight of 18%.",neutral,0,0,192,192,15,Chevron,-0.10915311798453331,neutral
1045,10/01/2024 19:20:23,"@jimbuilds @johnrhanger Peak Oil means you're half way through.
Big Oil could see proven reserves run out in less than 15 years
Proven oil and gas reserves of the group of major companies, volumes are not being fully replaced with new discoveries.""
",negative,0,0,462,462,36,Chevron,-0.17056213319301605,neutral
1046,10/01/2024 16:55:11,"Biodiesel Lab Technician I at Chevron in Hoquiam, Washington | Disabled Person ",neutral,0,0,713,713,57,Chevron,0.009727094322443008,neutral
1047,10/01/2024 13:47:43,"@SirJarus When I was working at limeridge hotel gym Chevrondrive as a fitness instructor, I cannot count the amount of top 9-5 income earners coming to the gym that are well to do, I know who takes FJ cruiser to chevron and another lady that drive a green Gwagon and some Total oil workers.",neutral,0,0,18,18,1,Chevron,0.026008903980255127,neutral
1048,10/01/2024 09:43:01,@dagizzl 9-5 Dey Nigeria in oil and gas collecting dollar rate pay bro staff of total chevron shell nlng seplat schlumbeger can’t never think of leaving this country they travel for vacation,negative,1,0,3293,3293,263,Chevron,-0.11663316190242767,neutral
1049,10/01/2024 09:29:26,🛢️Big five oil companies to reward shareholders with record payouts #alevelbusiness #shareholders #stakeholders #ethics ,neutral,1,0,1888,1888,151,Chevron,0.6600669696927071,positive
1050,10/01/2024 09:25:22,"FOR RENT
Lovely 2 Bedroom Fully Furnished Apartment
Location: Chevron,Lekki
Monthly rent only: N1,000,000 (can be renewed)
Agency: 10% (total rent paid)
Legal: 10% (total rent paid)
Caution: N100,000
Electricity is paid by the occupants
ATINUKE☎️ 08072005809
#Chioma #Sophia ",positive,0,0,512,512,40,Chevron,0.14051242545247078,neutral
1051,10/01/2024 05:04:33,"Oil majors gradually taking over Guyana-Suriname basin 
OilNow, Jan 8th 2024  
@oilnowgy aracılığıyla",neutral,0,0,61,61,4,Chevron,-0.014601770788431168,neutral
1052,10/01/2024 04:53:16,@AliceBHarrison “This is the Fossil Fuel Economy & it’s rigged in favour of the rich” 🤑 @bp_plc @Shell @Chevron @exxonmobil @TotalEnergies - you are making a mockery out of our lives! 🤡 #CostOfLivingCrisis #UkraineRussianWar #PalestineIsraelWar #EndFossilFuels #TaxTheRich ,negative,0,1,244,545,43,Chevron,-0.8693207586184144,negative
1053,09/01/2024 18:50:54,Investors in these top oil companies would like to thank you drivers for padding out their $100 billion payouts last year. ,positive,1,0,10655,10655,852,Chevron,0.8015793608501554,positive
1054,09/01/2024 15:31:24,"Biodiesel Lab Technician I at Chevron in Seneca, Illinois | Disabled Person ",neutral,0,0,713,713,57,Chevron,0.016648590564727783,neutral
1055,09/01/2024 15:07:59,"Read more:
",neutral,58,25,256898,264423,21153,Chevron,0.13942353799939156,neutral
1057,09/01/2024 00:23:33,"@noturbine @GSI_NewJersey Absolutely non credible (laughable) source. “TPPF had total revenue of $10.8 million. Donors to the organization include energy companies Chevron, ExxonMobil, and other fossil fuel interests.” … try harder. ",negative,1,0,1210,1210,96,Chevron,-0.7738518267869949,negative
1058,08/01/2024 20:47:33,"@RicHolden @theSNP So you pay them subsidies, despite this.... WOW!
Stick to opening youth clubs in Wellingborough.
",neutral,2,0,834,834,66,Chevron,-0.4254295602440834,negative
1059,08/01/2024 16:32:12,"@retrodevpaul I earn less money now than I did when I was a full-time Councillor and less when I was a full-time Councillor than I did at City Hall.
Some people are making a fortune from global warming, but I'm not one of them.
",neutral,0,0,33634,33634,2690,Chevron,-0.48201829195022583,negative
1060,08/01/2024 14:21:35,Guyana sige saqueado nuestro mar de nuestro Esequibo ,positive,0,1,81,382,30,Chevron,0.04601560719311237,neutral
1061,08/01/2024 14:11:31,"The oil majors #ExxonMobil, #TotalEnergies, #Chevron, and #Shell are gradually expanding their presence in the #Guyana-#Suriname Basin. 
",positive,1,0,570,570,45,Chevron,0.2573319086804986,neutral
1062,08/01/2024 03:44:24,"@PierrePoilievre Despite oil and gas prices falling from2022 highs, the U.S. and European oil giants - ExxonMobil, Shell, Chevron and TotalEnergies - continue to rake in record earnings. After breaking their annual profit records in 2022,they all just posted their highest ever Q1 net profits2023.",positive,1,0,2661,2661,212,Chevron,0.7933106748387218,positive
1063,07/01/2024 22:34:33,"@maloftis1 @Markzandi Big Oil made record profits in 2022 and rewarded their shareholders with record dividends and stock buybacks
",positive,0,0,1888,1888,151,Chevron,0.9264969383366406,positive
1064,07/01/2024 22:07:17,"Energy companies licensed to explore for oil and gas inside Cyprus’ exclusive economic zone - include French Total, Italy’s Eni, ExxonMobil and Chevron.",neutral,2,0,986,986,78,Chevron,0.06610181462019682,neutral
1065,07/01/2024 15:21:35,So no stoner Dey stay chevron drive I don tire too dey smoke alone 😫,negative,294,24,9292,16516,1321,Chevron,-0.2971206419169903,neutral
1066,07/01/2024 13:17:34,"The 5 biggest companies in the OIL industry are currently:
Exxon Mobil Corporation - Ticker: $XOM
Chevron Corporation - Ticker: $CVX
Royal Dutch Shell plc - Tickers: $SHELL
BP plc - Ticker: $BP
TotalEnergies SE - Ticker: $TTE
",positive,1,1,119,420,33,Chevron,0.09108386747539043,neutral
1068,07/01/2024 02:03:34,"More than $100 billion: That's the amount of dividends the Big Five oil companies are expected to distribute to shareholders. The payouts are in stark contrast to the climate emergency and families struggling to pay their heating bills.
#ResistanceEarth
",negative,66,52,18269,33921,2713,Chevron,-0.33472852036356926,neutral
1069,06/01/2024 18:53:32,"@PierrePoilievre Despite oil and gas prices falling from2022 highs, the U.S. and European oil giants - ExxonMobil, Shell, Chevron and TotalEnergies -continue to rake in record earnings. After breaking their annual profit records in 2022, they all just posted their highest ever Q1 net profits2023.",positive,1,0,2659,2659,212,Chevron,0.7728850487619638,positive
1071,06/01/2024 16:02:09,"@Heineken @SkyUK @cleancreatives In total, nine of the 15 agencies who won awards at the November 2 gala (or 60 percent) hold or have recently held contracts with a combined 21 fossil fuel and utility companies, including ExxonMobil, Chevron, Saudi Aramco, and TotalEnergies.",neutral,2,0,87713,87713,7017,Chevron,0.09842824004590511,neutral
1072,06/01/2024 14:25:34,"@renoomokri You spoil it by mentioning the Obident, that is, unwise, those who sstudied technical courses. How many people have Chevron employed? When last did Chevron employ a new intake? Refinery work is total different.",negative,0,0,1602,1602,128,Chevron,-0.46691761910915375,neutral
1073,06/01/2024 14:25:32,"
Gas-Exploitation: tendering process finalizes amidst Israel's genocidal onslaught on occupied Palestinians:
Britain: BP
Italy: ENI
Azerbaijan: SOCAR
Israel: NewMed Energy, Ratio Energies
Korea: Dana Petreulium
USA: Chevron",neutral,0,0,527,527,42,Chevron,-0.2656043916940689,neutral
1074,06/01/2024 03:11:19,"@US_OGA Correct. And he wasn't responsible for them when they were high, or for the obscene profits shamelessly taken by the oil and gas industry, while consumers struggled. 
",negative,0,0,316,316,25,Chevron,-0.789020536467433,negative
1077,05/01/2024 21:58:52,"According to Global Witness the world’s 5 largest private sector oil & gas companies by revenue (Shell, BP, TotalEnergies, Exxon, Chevron & ADNOC) are members of the Global Carbon Capture & Storage Institute.
There’s a reason for that.",neutral,7,1,373122,373423,29873,Chevron,0.13827292248606682,neutral
1078,05/01/2024 20:53:44,"#FOSSILFUELS #BP #SHELL #CHEVRON #EXXONMOBIL #TOTALENERGIES
Ambrose, Jillian ‘Big Five Oil Companies to Reward Shareholders with Record Payouts’ The Guardian, 1 Jan 2024 
""The world’s five largest listed oil companies are expected to reward their investors…",positive,0,0,585,585,46,Chevron,0.030756492167711258,neutral
1079,05/01/2024 19:04:00,"Declining market prices this past year have caused the oil industry's profits to slump. However, the 'super-majors' could set a record for shareholder distributions in 2023, says IEEFA's Trey Cowan.
via @globaldataplc
",negative,4,1,9522,9823,785,Chevron,-0.2629331350326538,neutral
1080,05/01/2024 14:38:09,Big five oil companies to reward shareholders with record payouts: ,neutral,1,0,1126,1126,90,Chevron,0.6935200830921531,positive
1081,05/01/2024 10:24:46,"@EU_Partnerships #COP28 welcomed oil executives and private sector delegates, including #Shell , Chevron, TotalEnergies, and BP, with over 1,300 representatives. The event saw a record high of 2,456 delegates from the oil and gas industry.
Key takeaways from the event: ",positive,0,0,178,178,14,Chevron,0.6909743924625218,positive
1082,05/01/2024 09:41:28,"“The global energy crisis has been a giant cash grab for fossil fuel firms. And instead of investing their record profits in clean energy, these companies are doubling down on oil, gas and shareholder payouts.” 1/2
 ",negative,2,1,5649,5950,476,Chevron,-0.7532221898436546,negative
1083,05/01/2024 04:58:47,"Good thing every Republicant voted against the oil and gas price gouging bill. Really looking out for the 99%.
Big five oil companies to reward shareholders with record payouts
",positive,4,2,10831,11433,914,Chevron,-0.06900450587272644,neutral
1084,05/01/2024 02:16:19,"@RANDYGR82600188 @IncomeSharks @POTUS We are extracting/producing more oil & nat gas now than ever before in history.
Exxon & other price gougers had their highest profits in history last quarter.
 ",neutral,3,0,343,343,27,Chevron,0.2655155658721924,neutral
1085,05/01/2024 00:10:14,"Chevron equity oil production accounts for 25% of California state production. An increasingly hostile business environment has seen CVX production by almost 50% over the past several years, in line with similar declines in total California production. ",negative,0,0,803,803,64,Chevron,-0.7666530245915055,negative
1086,04/01/2024 23:02:41,An interesting article: ,positive,0,0,616,616,49,Chevron,0.9490362200886011,positive
1087,04/01/2024 21:27:21,"Leaders at #COP28 agreed to a “historic” $700 million for a loss and damage fund.
Meanwhile, BP, Shell, Chevron, ExxonMobil & TotalEnergies will be rewarding their investors with record payouts of over $100 billion.
",positive,2,3,752,1655,132,Chevron,0.6182500356808305,positive
1088,04/01/2024 16:45:11,"Biodiesel Operator I at Chevron in Hoquiam, Washington | Disabled Person ",neutral,0,0,712,712,56,Chevron,-0.005338855087757111,neutral
1089,04/01/2024 14:52:41,"Like Trump, Big Oil has no shame: ""The world’s five largest listed oil companies are expected to reward their investors with record payouts of more than $100bn (£79bn) for 2023 against a backdrop of growing public outrage at fossil fuel profits."" 
",negative,24,11,19870,23181,1854,Chevron,0.48861224949359894,positive
1090,04/01/2024 14:31:29,"Big five oil companies to reward shareholders with record payouts
BP, Shell, Chevron, ExxonMobil and TotalEnergies to distribute more than $100bn despite public outrage & ever-worsening Climate Emergency

#ClimateCrisis #ClimateEmergency",negative,0,1,2711,3012,240,Chevron,0.320104643702507,neutral
1091,04/01/2024 09:59:22,"“The world’s five largest listed oil companies are expected to reward their investors with record payouts of more than $100bn (£79bn) for 2023 against a backdrop of growing public outrage at fossil fuel profits”
If we can’t derail this train, its all over ",negative,3,1,3904,4205,336,Chevron,0.5569427888840437,positive
1092,04/01/2024 06:01:50,"2) With him were the four Regional Governors.
Gowan, Muritala, and IBB Created States for two obvious reasons. 
 Afterwards, we had NNPC, NLG, SHELL, Chevron, Mobil, Total/Elf headquartered in SW and North. Refinery, Pipelines, Petroleum Training Institute, etc. in the North. ",neutral,0,0,258,258,20,Chevron,0.08618681970983744,neutral
1093,04/01/2024 05:30:01,"Oil & gas co’s & their supporters ALWAYS profit from war & instability, the conditions of such are cultivated, engineered, innocents die as a result #CSG #AUSpol 
 ",negative,18,10,2692,5702,456,Chevron,-0.8940933016128838,negative
1094,03/01/2024 22:43:02,Big five oil companies to reward shareholders with record payouts  None. O,neutral,0,0,4,4,0,Chevron,-0.04471752047538757,neutral
1095,03/01/2024 22:09:05,"Oil giants to reward investors with over $100bn. 
As households everywhere struggled with higher energy costs, oil companies raked in record profits & doubled down on oil & gas in 2023 - the hottest year on record. We can blame these companies for that. 
",negative,0,0,835,835,66,Chevron,0.6952637489885092,positive
1096,03/01/2024 21:10:28,"@PeterGo88285227 @AgentP22 @ronbuch also got Harbour energy, Conoco Philips, Total Energies, Shell, BP, Neptune Energies, Chevron producing Oil and Gas",neutral,0,0,112,112,8,Chevron,0.07778438553214073,neutral
1097,03/01/2024 19:59:08,"@JunkScience Second, Milloy again claims Biden launched a ""war on fossil fuels"". False. Oil production in 2023 hit an all-time high - higher than during the Trump administration:

",negative,0,0,127,127,10,Chevron,-0.6249991580843925,negative
1098,03/01/2024 19:00:01,"#FossilFuel giants’ record payouts amid deepening #ClimateCrisis
 @NationofChange ",neutral,0,0,29712,29712,2376,Chevron,-0.3446991201490164,neutral
1099,03/01/2024 17:30:05,"Many of the Western majors are turning to the US for long-term oil and gas exposure...  
#BP #Chevron #ExxonMobil #Shell #TotalEnergies #upstream #oilandgas #lng #corporatestrategy #onshore #shale #offshore #manda #corporatestrategy",neutral,1,0,68048,68048,5443,Chevron,0.04141761735081673,neutral
1100,03/01/2024 17:26:14,"Public outrage about fossil fuel profits should not stop corporations from giving returns to investors. BP, Shell, Chevron, ExxonMobil and TotalEnergies to distribute more than $100bn - record payout in profits - to shareholders. 
",negative,0,0,9833,9833,786,Chevron,0.24645721539855003,neutral
1101,03/01/2024 16:21:06,"The Big Five Oil Companies — BP, Shell, Chevron, ExxonMobil & TotalEnergies gave shareholders $104bn last year — while the Loss & Damage Fund meant to clean up the mess made by these companies is only $700m which covers less than 0.2% needed annually! ",negative,16,8,23508,25916,2073,Chevron,-0.637429092079401,negative
1102,03/01/2024 16:15:23,"@WEschenbach you're full of it!
FF companies are making record profits 
and oil production is at ATH  
We're being screwed by the oil producers and usefull idiots like you. nothin more to it.",negative,0,0,308,308,24,Chevron,-0.8478026147931814,negative
1104,03/01/2024 15:49:35,"@anneramsey740 They could cut prices but then again all that profit. 🤔
",neutral,5,0,50,50,4,Chevron,-0.2683843560516834,neutral
1105,03/01/2024 15:25:28,So what happened to all the talk about windfall taxes on Big Oil??,neutral,0,0,35,35,2,Chevron,-0.2516358345746994,neutral
1106,03/01/2024 15:19:20,Activist and Dandelion @vanessa_vash reminds us that we need to phase out fossil fuels and fast-track a just energy transition for a climate safe future. Join us in demanding action from world leaders. Go to  to act now.,positive,2,0,351,351,28,Chevron,0.3849814832210541,neutral
1107,03/01/2024 14:28:23,"Big five oil Co.'s to reward shareholders with record payouts of more than $100 BILLION for 2023. 
A giant middle finger to all Americans struggling with high prices resulting from widespread corporate greed and price gouging. 
Tax. The. Fucking. Rich.
",negative,0,0,1568,1568,125,Chevron,0.08579923212528229,neutral
1109,03/01/2024 13:04:07,Record: more than $100 billion in dividends for fossil industry shareholders  #Car #billion #dividends #fossil #industry,positive,0,0,58,58,4,Chevron,0.038504406809806824,neutral
1111,03/01/2024 10:54:26,Fossil fuel giants’ record payouts amid deepening climate crisis - ,neutral,1,0,42888,42888,3431,Chevron,-0.2675543315708637,neutral
1112,03/01/2024 10:04:10,"Meanwhile, your energy bill just increased again to about double what it was, despite commodities prices falling to pre-war levels. Brexit had benefits for some after all. Just not you.👍
Big five oil companies to reward shareholders with record payouts ",positive,4,2,18335,18937,1514,Chevron,-0.6089174821972847,negative
1115,03/01/2024 08:57:18,"@senlokpobiri @OPECSecretariat @officialABAT @PBATMediaCentre @FMPRng @nnpclimited @OfficialNCDMB @PTDF_Nigeria @Shell @TotalEnergies @Chevron Could have left out the numbers and this would have come out solid.
Best way to read this claim is to take 1.7mbpd as the 2023 average but that would be false.
Still comes out false if you substitute oil for 'crude', implying combined crude and condensate output.",negative,0,0,1219,1219,97,Chevron,-0.3577113673090935,neutral
1116,03/01/2024 08:34:08,"""Oil giants to hand out £79bn to shareholders as struggling families hammered with £94 bill hike..."" #CostOfLivingCrisis 
",negative,1,0,501,501,40,Chevron,-0.5447009019553661,negative
1117,03/01/2024 06:53:08,"Leaders at COP28 agreed to a “historic” $700 million in loss and damage funding. 
Meanwhile BP, Shell, Chevron, ExxonMobil and TotalEnergies are about to reward their investors with record payouts of more than $100 billion. ",negative,0,0,711,711,56,Chevron,0.2174946628510952,neutral
1118,03/01/2024 04:42:41,"This is outrageous and should be illegal. The only approach that aligns with our global climate agreements to transition off fossil fuels is to *require* fossil fuel profits to be invested in clean energy (and why not also the loss and damage fund!) 
",negative,1,0,1775,1775,142,Chevron,-0.8164399219676852,negative
1119,03/01/2024 03:27:11,"Big five oil companies to reward shareholders with record payouts  
This is the reason we have all been gouged this past year at the pumps. It's never enough for the rich shareholders.",negative,0,0,1757,1757,140,Chevron,-0.7095921970903873,negative
1120,03/01/2024 02:50:58,"Big five oil companies to reward shareholders with record payouts | Oil | The Guardian  
Think about this when you buy gas.",neutral,0,0,271,271,21,Chevron,0.224396750330925,neutral
1122,03/01/2024 02:39:07,"@TotalEnergies @Mercom @TotalEnergiesFR @TotalEnergiesUK @TotalEnergiesDK @TotalEnergiesDE @TotalEnergiesPR @TotalEnergiesUS @TotalEnergiesMX @TotalEnergiesZA @TotalEnergiesNL Greenwash. Are record payouts, to your investors/ shareholders, to stop them selling #strandedassets?  #esg #sdgs #netzero #climatefinance #lossanddamage #finance #livableplanet #withinreach #uniteactdeliver #nonaturaldisasters #actionism #youth4climate",neutral,2,1,698,999,79,Chevron,0.027767285704612732,neutral
1123,03/01/2024 02:32:58,"@WHCommsDir @LovenGrace4ever “The five “super-majors” – BP, Shell, Chevron, ExxonMobil and TotalEnergies – showered shareholders with dividend payments and share buybacks worth $104bn in the 2022 calendar year, according to the […] (IEEFA).” ",neutral,2,1,2450,2751,220,Chevron,0.2178852753713727,neutral
1124,03/01/2024 01:54:07,"@bp_plc Taking the mickey.  
#climaterisk #climaterisks #esg #sdgs #netzero #climatefinance #strandedassets #lossanddamage #finance #esg #livableplanet #withinreach
#uniteactdeliver #nonaturaldisasters 
Carbon capture greenwash/#climatecrisis deniers thread (cont)",neutral,0,0,698,698,55,Chevron,-0.2678201384842396,neutral
1126,03/01/2024 01:30:05,.@vanessa_vash highlights the Loss & Damage ‘peanuts’ fund compared to the Fossil Fuel companies payout to shareholders.,negative,6,4,1730,2934,234,Chevron,-0.11408342979848385,neutral
1127,03/01/2024 01:02:41,"#CostOfGreedCrisis
#CorporateGreed
#ClimateEmergency
#GreenNewDeal
#ToriesOut545
#GE2024
Big 5 Oil Companies to reward shareholders with record payouts
BP, Shell, Chevron, ExxonMobil & TotalEnergies to distribute more than $100bn despite public outrage ",neutral,2,1,1301,1602,128,Chevron,-0.3752988614141941,neutral
1128,03/01/2024 00:59:51,"Criminals: ""companies were likely to pay even greater shareholder distributions this year despite weaker commodity market prices leading to lower profits. The payouts will also follow a year that is expected to have been hotter than any other on record""
",negative,0,1,1093,1394,111,Chevron,-0.6706517478451133,negative
1130,02/01/2024 21:30:24,"Fossil fuel giants’ record payouts amid deepening climate crisis
The world's five largest oil companies, BP, Shell, Chevron, ExxonMobil, and TotalEnergies, reported record profits and approved major new fossil fuel projects.  via @NationofChange",positive,0,0,6634,6634,530,Chevron,0.268967118114233,neutral
1131,02/01/2024 21:28:18,Fossil fuel giants’ record payouts amid deepening climate crisis  via @NationofChange,neutral,0,0,31,31,2,Chevron,-0.297219580039382,neutral
1132,02/01/2024 21:13:46,"""The [oil industry] is beginning to empty its war chest used to pay shareholders faster than they can replenish it. Future distributions to shareholders of these companies appear likely to fall,"" says IEEFA's Trey Cowan.
via @guardian
",negative,7,5,9524,11029,882,Chevron,-0.6239273529499769,negative
1133,02/01/2024 21:07:29,Fossil fuel giants’ record payouts amid deepening climate crisis ,neutral,0,0,4226,4226,338,Chevron,-0.36208799853920937,neutral
1135,02/01/2024 21:01:10,"In case you were wondering, oil companies and their shareholders are still doing better than ever. 
""Big five oil companies to reward shareholders with record payouts.""
 #globalwarming #bigoil #fossilfuels",positive,29,10,6959,9969,797,Chevron,0.9384030029177666,positive
1136,02/01/2024 21:00:16,Fossil fuel giants’ record payouts amid deepening climate crisis | NationofChange ,neutral,0,0,10670,10670,853,Chevron,-0.29542799293994904,neutral
1137,02/01/2024 20:46:36,"Big 5 oil companies reward shareholders with record payouts of $100bn, while govs only raise $700m for loss and damage. Stop #fossilfuel companies destroying the planet and making huge profits in the process. It is immoral and should be ilegal. ",negative,1,0,2614,2614,209,Chevron,-0.796957029029727,negative
1138,02/01/2024 20:11:48,"Bc the Energy Companies are too busy giving their Shareholders record breaking dividends, again. @BP, @Shell , @Chevron , @ExxonMobil and @TotalEnergies",negative,0,0,1495,1495,119,Chevron,-0.24486073851585388,neutral
1139,02/01/2024 19:13:53,"Fuck my fucking life, now there's a surprise 😭 ",negative,0,0,354,354,28,Chevron,-0.9518977659754455,negative
1140,02/01/2024 19:01:41,Happy New Year! These top oil executives would really like to thank you for filling up your gas tanks last year. ,positive,0,0,10660,10660,852,Chevron,0.9768708462361246,positive
1142,02/01/2024 18:24:55,Say what! Big five oil companies to reward shareholders with record payouts ,neutral,0,0,2029,2029,162,Chevron,0.2271820232272148,neutral
1143,02/01/2024 18:13:06,"Immoral obscenity as leaders at COP28 agreed to a “historic” $700 million in loss & damage funding, while @bp_plc, @Shell, @Chevron @exxonmobil & @TotalEnergies reward their investors with record payouts of more than $100 billion.... 🌎 
#ClimateEmergency
",negative,0,0,745,745,59,Chevron,-0.6424404960125685,negative
1144,02/01/2024 18:10:32,"Big five oil companies to reward shareholders with record payouts 
Alternate headline:
Price-gouging giants give your money to the filthy rich.
",neutral,2,0,822,822,65,Chevron,0.018476858735084534,neutral
1145,02/01/2024 18:06:28,"Too rich to invest more:
The world’s 5 oil ‘super-majors’ (BP, Shell, Chevron, ExxonMobil and TotalEnergies)
are expected to reward their investors with record payouts of more than $100bn for 2023. ",positive,2,0,17054,17054,1364,Chevron,0.36433136090636253,neutral
1146,02/01/2024 18:03:56,"It was always about gouging consumers, and helping those they donate to…the @GOP. 
“Big five oil companies to reward shareholders with record payouts”
 ",neutral,2,1,10593,10894,871,Chevron,-0.6937426570802927,negative
1148,02/01/2024 17:48:31,"World’s 5 largest listed oil companies are expected to reward their investors with record payouts of more than $100bn for 2023 against a backdrop of growing public outrage at fossil fuel profits. The five “super-majors” – BP, Shell, Chevron, ExxonMobil and TotalEnergies.@guardian",negative,0,0,2073,2073,165,Chevron,0.8241260242648423,positive
1149,02/01/2024 17:44:12,"Big five oil companies to reward shareholders with record payouts
 via @guardian",neutral,0,0,7452,7452,596,Chevron,0.48633757792413235,positive
1152,02/01/2024 17:00:38,"New Year, same bullshit! 
 ",negative,0,0,232,232,18,Chevron,-0.7749353460967541,negative
1153,02/01/2024 16:45:28,"Fossil fuels investors are the enablers. That's why oil companies reward them so obscenely. 
Let this new report👇🏾sink in, all of it. Thank you @vanessa_vash for posting.
#DivestmentNOW",negative,5,1,470,771,61,Chevron,-0.42505376785993576,negative
1155,02/01/2024 16:16:24,"""Big five oil companies to reward shareholders with record payouts. BP, Shell, Chevron, ExxonMobil and TotalEnergies to distribute more than $100bn despite public outrage."" ",neutral,2,0,7132,7132,570,Chevron,0.7052253829315305,positive
1158,02/01/2024 15:38:18,"""BP, Shell, Chevron, ExxonMobil, TotalEnergies spent $104 billion on shareholder payouts in 2022"" while #JoeBiden & world leaders do nothing to stop irreversible #globalwarming; it's time for real #ClimateAction to #savetheplanet before it's too late~!
",positive,0,0,2741,2741,219,Chevron,-0.8073734827339649,negative
1159,02/01/2024 15:31:38,Big five oil companies to reward shareholders with record payouts - The Guardian ,neutral,0,0,835,835,66,Chevron,0.477543487213552,neutral
1160,02/01/2024 15:23:57,Big five oil companies to reward shareholders with record payouts. ,neutral,0,0,2529,2529,202,Chevron,0.493957219645381,positive
1161,02/01/2024 15:18:39,"Greed will kill us all.
",negative,0,0,173,173,13,Chevron,-0.8423120621591806,negative
1164,02/01/2024 14:47:50,Big five oil companies to reward shareholders with record payouts - The Guardian  via @GoogleNews Burning the Planet for Money... CRAZY!,negative,0,0,218,218,17,Chevron,-0.1579030603170395,neutral
1165,02/01/2024 14:18:04,"When it comes to the public good, the public health, the status quo enablers/profiteers always say ""HOW WILL YOU PAY FOR IT"". Here's part of how we pay for the costs of climate change. Seize their profits, privatize and wind the industry down asap. ",negative,4,0,1158,1158,92,Chevron,-0.6499214135110378,negative
1166,02/01/2024 14:10:57,"Isn’t it time the world placed an aggressive #CarbonTax on #OilAndGas stock dividends and capital gains? I mean, how much #CO2 is released as a result of each dollar of investment gains?",neutral,1,0,1098,1098,87,Chevron,-0.45328446850180626,neutral
1167,02/01/2024 14:09:33,"Would have preferred not starting 2024 with this...
Big five oil companies to reward shareholders with record payouts 
BP, Shell, Chevron, ExxonMobil and TotalEnergies to distribute more than $100bn despite public outrage
☹️🌍🌱
",negative,0,0,1345,1345,107,Chevron,-0.5086911916732788,negative
1171,02/01/2024 13:52:30,"Big five oil companies to reward shareholders with record payouts
@bp_plc , @Shell , @Chevron , @exxonmobil and @TotalEnergies to distribute more than $100bn despite public outrage
",neutral,1,0,2399,2399,191,Chevron,0.57913604285568,positive
1172,02/01/2024 13:44:09,Big five oil companies to reward shareholders with record payouts  The world’s five largest listed oil companies are expected to reward their investors with record payouts of more than $100bn (£79bn) for 2023,positive,0,0,1408,1408,112,Chevron,0.9076403158251196,positive
1173,02/01/2024 13:29:42,"Year after year, developed countries fail to meet commitments to provide USD 100 bn in climate finance. Meanwhile, five western oil companies alone paid out that same amount to their shareholders in 2022, and even greater payouts are expected for 2023. ",negative,2,1,264,565,45,Chevron,-0.6443729214370251,negative
1175,02/01/2024 13:09:44,"Still profiting from ruthless exploitation, deception, and destruction. 
 ",negative,0,0,14896,14896,1191,Chevron,-0.8750268490985036,negative
1176,02/01/2024 13:09:31,Wake up people of the world especially Europe and US,neutral,1,0,3780,3780,302,Chevron,-0.21883705258369446,neutral
1177,02/01/2024 13:09:16,More hysterical climate nonsense 🤣🤣🤣,negative,0,0,118,118,9,Chevron,-0.8772848751395941,negative
1178,02/01/2024 13:06:31,"Could there be 2 more utterly contrasting news on same day? Red alert in Antarctica: rapid, dramatic change hit climate scientists like ‘punch in the guts’ / Record payouts to oil company shareholders  and ",negative,4,0,8165,8165,653,Chevron,-0.6661097984761,negative
1179,02/01/2024 12:56:54,"To the backdrop of...
🔥The hottest year on record
⬆️ Rising energy bills forcing people into debt
💵 World leaders pledging a measly $700mn for climate loss and damage
The 5 biggest oil & gas companies are paying out a record *$100BN* to shareholders😡
",negative,2,3,12423,13326,1066,Chevron,-0.7663829475641251,negative
1185,02/01/2024 11:37:29,Thread 👇,neutral,0,0,130,130,10,Chevron,0.2411091849207878,neutral
1186,02/01/2024 11:36:24,"Oil and gas shareholders are being handed out BILLIONS 🤬
Meanwhile people across the UK are struggling with rises to their energy bills - and people in the global south are facing the sharp end of the climate crisis 
JUST GREEN TRANSITION NOW ✊🏽🌱
",negative,12,12,45159,48771,3901,Chevron,-0.8738569039851427,negative
